100784444-01	作者序言 
101510395-244	人们会做出现实生活中不会出现的举动,

101510395-245	舒勒称这种心理为

101510395-246	"恶性去抑制化".

101510395-247	据其他学术研究成果表明,

101510395-248	六十五％到九十三％的人际交流属于非语言类型:

101510395-249	面部表情,语气和肢体动作等.

101510395-250	简而言之,人类的大脑经历了数百年的演变,会下意识地观察到这些"暗示",

101510395-251	因此我们得以更有效地解读彼此,产生共情.

101510395-252	然而,通过电脑交流时,这些"暗示"通通被抹掉了,

101510395-253	以至于人际沟通变得模糊且没有判断依据.

101510395-254	或者,又正如连环漫画"便士游乐场"里提到的:

101510395-255	"网络大笨蛋理论:

101510395-256	正常人＋匿名＋观众

101510395-257	＝彻底的笨蛋.

101510395-259	对付网络菜鸟,最简单的招数就是拿掉"匿名"这顶帽子,

101510395-260	强制网站或平台规定用户以实名制登录.当然,这也无法避免网络的恶劣风气,

101510395-261	不过至少可以迫使菜鸟能多为自己的行为负责,

101510395-262	或者提醒他们在口出恶言之前三思.

101510395-263	然而取消网络匿名制也有它的弊端,

101510395-264	匿名制并不是为了庇护网络菜鸟而生的现代产物,

101510395-265	而是提供一个手段,让大众在某些情况下可以坦诚相待,无须顾忌身份.

101510395-266	考虑到这点,取消匿名制会是很冒险的做法.

101510395-267	若想摆脱网络引战,他们可能也需要做一些牺牲.犯罪,威胁,侵犯,讽刺之间的界限十分细微,

101510395-268	像老霍尔本这样的网络菜鸟,有时的确能够透过他嘲讽的目光,

101510395-269	瞥到社会妄自尊大的一面,

101510395-270	同时也暴露出现代生活的错乱,道德恐慌以及过分夸张的二十四小时新闻文化的荒诞.

101510395-271	网络菜鸟的众多派别中,有一群人叫作"安息悼念菜鸟",

101510395-272	他们的攻击目标,是在近期过世人物的悼念主页上发布信息的网友们.

101510395-273	惠特尼·菲利普斯,

101510395-274	是一位专注于网络菜鸟的学者,

101510395-275	其博士论文也是以网络菜鸟为主题.

101510395-276	据她而言,这群菜鸟的攻击对象是所谓的"悲痛访问者":

101510395-277	他们与逝者在现实世界中毫无关联,

101510395-278	完全不会因为逝者过世而感到悲伤.

101510395-279	"安息悼念菜鸟"表示,

101510395-280	这些访问者

101510395-281	做作又恶心,活该被人喷.

101510395-282	ƝƤƖƖ常常发表一些荒谬的新闻故事,

101510395-283	希望懒惰无能的记者前来抄袭,

101510395-284	他们的做法经常是:一篇来自ƝƤƖƖ的报道指控有黑人在飓风袭来之时强抢民宅,偷窃主流媒体版面曾多次报道过的宠物.

101510395-285	这群菜鸟一致认为,现实中的引战天王非美国喜剧演员斯蒂芬·科尔伯特

101510395-286	与英国喜剧作家克里斯·莫里斯莫属,

101510395-287	两人都因善于嘲讽过度膨胀的政治家和名人而名声大噪.

101510395-288	扎克表示,他的所作所为也是有其价值和目的的——

101510395-289	为公众利益而引战,

101510395-290	揭露社会的虚伪和愚昧.

101510395-291	为此他创立了一套属于自己的信仰体系,

101510395-292	整合了以往数年的心血,

101510395-293	将其作为一种引战工具使用,

101510395-294	他称之为"自动说教式时空穿梭实用主义",

101510395-295	融合了荒诞的幽默,物理学知识以及各种源于其他信仰的元素.

101510395-296	扎克用这套理论来攻击其他宗教及政治团体.

101510395-298	"这种方法屡试不爽,

101510395-299	他们根本不知道眼前说的东西是真是假,也看不出哪里是笑点,哪里是真话.

101510395-301	"这套战术确实高超,而且出乎我意料的是,

101510395-302	这将对现代神学的理论产生极大重要的影响.

101510395-303	尽管许多网络菜鸟的身份,只是闲得无聊又想搞点事情的中学生,

101510395-304	但也有部分认真的菜鸟属于广义上的自由主义者.

101510395-305	他们认为,生活在自由社会的前提之一,就是接受任何观点都可以受到挑战或讽刺,

101510395-306	而对于自由言论而言,没有比"伤不起"的心态更让人沉闷的了.

101510395-307	网络菜鸟自互联网诞生之初便存在了,

101510395-308	也从侧面表明了许多人内心都有探索人性黑暗面的欲望.

101510395-309	我访谈过的每个菜鸟都坦言,

101510395-310	他们的行为并不奇怪,

101510395-311	挑战未知的极限,是人之本性.

101510395-312	然而这种挑战极限的哲学观点也有其弊病,

101510395-313	用不好反而会被当成不顾一切霸凌及威胁他人的正当理由.

101510395-314	当我问到扎克有时是否会玩得过火时,

101510395-315	他点点头:

101510395-316	"有啊,

101510395-317	我猜应该有几个被我逼得不想再上网了,

101510395-318	还有一个都精神崩溃了.

101510395-319	他会觉得自己有责任吗?

101510395-320	"当时我没有什么感觉,

101510395-321	我们都清楚自己在干什么,

101510395-322	虽然现在我没那么确定了.

101510395-324	然而老霍尔本则坚定不移地表示:

101510395-325	"我的攻击对象可是精心挑选的,

101510395-326	他们都活该."

101510395-327	但菜鸟的攻击目的并不总是有钱有势的人,

101510395-328	更多的反而是像萨拉一样的弱势新人,毕竟他们最容易下手的对象.

101510395-329	/Ʋ/区的匿名用户们之所以盯上女主播,是因为她们的照片和相关话题人气最高,

101510395-330	比一般的"/Ʋ/区流氓"话题要热门多了.最后老霍尔本选择跟/Ʋ/区站在了同一阵营:

101510395-332	"你会跑到网上发布自己的照片吗?

101510395-333	那么她要这干什么?

101510395-334	我不是要教她做人,但她必须要为自己的行为负责.

101510395-335	"扎克则对萨拉的遭遇表示不安,不过最终还是得出这样的结论:

101510395-336	"她还是不该这么做,虽然后果对她而言太沉重了.

101510395-337	对我来说,萨拉的人肉搜索事件是个残酷的恶行.

101510395-338	而这群坏人却只想用站不住脚的言论为自己的行为洗白:

101510395-339	"今晚那个贱货可是学到了她短暂人生当中最重要的一课:

101510395-340	在网上发布裸照会是你一辈子的耻辱.

101510395-341	"我深信她的确学到了痛苦的一课,

101510395-342	但这仅仅是属于"生活灾难"的副作用之一:

101510395-343	匿名用户:

101510395-345	我就是白莲花本尊.

101510395-346	人肉搜索萨拉没什么问题啊.

101510395-347	玩玩而已嘛.

101510395-348	生命之树的顶端没有爱,

101510395-349	只有幸灾乐祸.

101510395-350	不管这群网友的动机如何,即便是最恶劣的行迹,我们也能从网络菜鸟身上学到一点东西.

101510395-351	引战是一个非常宽泛的概念,

101510395-352	从/Ʋ/区的恶霸到业余哲学家,

101510395-353	从轻微的冒犯行为到非法犯罪,都属于引战的范围.

101510395-354	我们对在数字世界得到赞赏和渴望日渐加强,

101510395-355	导致越来越多的人乐于在网络上分享个人生活中最为隐秘的一面,

101510395-356	且分享对象

101510395-357	常常为完全不相识的陌生人.

101510395-358	个人的喜好,想法,下一处目的地,

101510395-359	在网络中分享的个人信息越多,就越容易成为菜鸟的攻击对象.

101510395-361	尽管社交媒体网站的信息管控更为严格,

101510395-362	引战行为仍然随处可见.

101510395-363	自二十世纪七零年代中期以来,引战便成为了网络生活的主要特色,

101510395-364	从一个小众群体间电子信息交流过程中无意间诞生的衍生物进化,

101510395-365	突变为现如今的主流现象.

101510395-366	对于像扎克这样的高手而言,

101510395-367	引战从一门创意十足的艺术行为堕落为充满挑衅和霸凌的胡作非为,

101510395-368	这种转变让人十分沮丧,

101510395-369	但他们也并不会因此罢休.

101510395-370	无论我们是否欣赏,

101510395-371	引战都是如今网络世界的一个特色.

101510395-372	随着现代人对网络生活的依赖,

101510395-373	网络菜鸟的存在,或许有助于我们认清这种行为的危害性,

101510395-374	提醒自己多加小心谨慎,顺带把脸皮也练厚一点.

101510395-375	说不定有一天,还要因此而感谢他们.

101510395-377	后记

101510395-378	经过了萨拉事件饱受折磨的四天后,

101510395-379	另一位/Ʋ/区女主播惨遭人肉,

101510395-380	她的所有家人,老板以及男朋友都收到了附带信息的照片:

101510395-381	你知道你女朋友在网上晒裸照吗?

101510395-382	点击这里查看吧.

101510395-383	有人写道:

101510395-384	"新的一天,又来一个残酷的现实.

101510395-385	"她还会再回来的."

101510395-386	有人这么回应.

102759414-02	第二章

102759414-04	独行者

102759414-05	我第一次见到保罗是在英格兰北部一座小城的工人俱乐部,

102759414-06	当时是一个清冷的秋夜.

102759414-07	他看上去很年轻,英俊的面庞,深色的短发,

102759414-08	身上的文身图案一直盘旋到脖颈.

102759414-09	他待人非常友好:

102759414-10	礼节周到,认真倾听,且不会冷场.

102759414-11	简而言之,在话题开始引向政治之前,

102759414-12	保罗和我算是十分投缘.

102759414-14	"想一想会有多少美好的事物消逝,杰米."

102759414-15	保罗解释道,

102759414-16	"如果由黑人或巴基斯坦佬或棕色人种来统治世界,

102759414-17	你觉得这世界会变成什么样子?

102759414-18	你能想象吗?

102759414-19	如果全世界最后只剩下一千个白人,

102759414-20	我希望他们之中能有人把这该死的地球烧焦,

102759414-21	地球上的东西全都烧毁."

102759414-22	保罗属于一人政党,是个不折不扣的宣传机器.

102759414-23	每天,他都在试图唤起英国白种人的种族觉醒.

102759414-24	此外,他也是人气博主,

102759414-25	经营一个以种族中心主义和"白人骄傲"

102759414-26	(ƭƸƹǇƵ ƦǅƹƴƵ)为主题的博客,

102759414-27	制作并发布一些攻击少数族裔的视频.

102759414-28	保罗打开笔记本电脑,向我展示他的最新成果:

102759414-29	与左翼政治团体的激烈争论;

102759414-30	支持希腊极右翼政党"金色黎明"的言论;

102759414-31	与美国白人至上主义者的交流对话.

102759414-33	紧接着他登录了自己的脸书和推特主页,

102759414-34	来自世界各地的成千上万个用户关注着社交网络中的保罗.

102759414-35	社群内部可以分享相同的观点,

102759414-36	且有人欣赏保罗的主张,

102759414-37	因此他在网络中找到了归属.

102759414-38	同时,他也招来了一群旗鼓相当的对手,

102759414-39	不仅提出与保罗相反的观点予以抨击,

102759414-40	且一心想把他赶出网络.

102759414-41	保罗生活在非敌即友,是非分明的单维度世界,

102759414-42	而把他停留在这个世界的时间也越来越长.

102759414-43	网络中的保罗是个活跃分子,是激进的"白人骄傲"身份拥护者;

102759414-44	而现实中的保罗,则是独居在一间小房子里的三十多岁单身待业男青年.

102759414-45	某次访谈结束之后,在回家的火车上,

102759414-46	我给保罗发了一条短信表示感谢,

102759414-47	保罗则一如既往地秒回:

102759414-48	"别客气,杰米,

102759414-49	回程一路顺风,

102759414-50	和你聊天很开心!"

102759414-51	但与以往不同的,

102759414-52	不久之后,我们的联系不再那么频繁.

102759414-53	平时那个畅所欲言的保罗变得十分沉默,

102759414-54	他的社交网络也停止了更新.

102759414-55	我幻想着,也许是我们的交谈对他产生了一些作用?

102759414-56	又或者是,

102759414-57	最终他还是被警察追踪到真实身份了?

102759414-58	还是,发生了比这更糟的情况呢?

102759414-59	一个全新的平台

102759414-61	网络是散布言论的绝佳去处,发现这一点的不止保罗一个人.

102759414-62	网络俨然成为世界范围内各政治团体发展的重要平台.

102759414-63	从利用脸书在美国开展竞选活动的巴拉克·奥巴马,到"占领运动"中的快闪一族,

102759414-64	再到收获了大量网络粉丝的意大利喜剧演员及政治名人毕普·格里罗,

102759414-65	这一系列事件都能说明,

102759414-66	评判价值是非及事件影响力的战场正逐渐转移到网络世界.

102759414-67	在过去的十年间,保罗等数千名网友将以往的民族主义运动阵地,转向了脸书,推特以及ƯƿǈƪǈƲƵ.

102759414-68	他们是第一批懂得利用网络的政治团体.

102759414-69	极端组织遭到主流媒体平台的围追堵截,无法在公众面前宣扬主张,

102759414-70	因而十分珍惜这个全新的平台带来的机遇.

102759414-71	例如,在上世纪八九十年代,

102759414-72	美国白人至上主义组织"风暴"和

102759414-73	"雅利安兄弟会"都曾在ƫǆƵƾƵǇ及电子公告栏系统ƗƗƩ创建并经营过热门的组织团体(事实上,"风暴"组织是以做网站起家的).

102759414-74	据亚历克斯Ʊ排名

102759414-75	(美国一家著名的统计网站流量排名公司)显示,

102759414-76	极右翼党派英国国家党的网站流量明显优于工党或保守党.

102759414-77	"鲜血与荣耀"

102759414-78	(ƗƼƿƿƴ Ʊƾƴ ƞƿƾƿǈǅ)是乐坛极端新纳粹分子的集中地,
